year,forest_pct,shrub_pct,grass_pct,water_pct,built_pct,crop_pct
2005,1.1465993788627642,0.20654157836793058,35.03227538480002,1.7497229638649214,0.0,3.8337725147535657
2010,1.196298171422459,0.15842996966260772,36.497400158308416,1.9034355638521216,0.0,3.9158837681019474
2015,1.2385181141882098,0.1354134489020276,36.582202021336165,1.931698291299358,0.0,3.9611957701866505
2020,1.2596428876248353,0.18764653248255075,35.74477067214009,2.1713471298880576,0.0,3.956782291160201
2023,1.2884808767064457,0.15516813527261408,35.59889710525475,2.120067657406699,0.0,3.984926377903896
